Name;City;Country;ICAO;;;;
Magas Airport;Magas;Russia;URMS;;;;
Talladega Municipal Airport;Talladega;United States;KASN;;;;
Greenville Downtown Airport;Greenville;United States;KGMU;;;;
Mankato Regional Airport;Mankato;United States;KMKT;;;;
Captain Auguste George Airport;Anegada;British Virgin Islands;TUPA;;;;
Troy Municipal Airport at N Kenneth Campbell Field;Troy;United States;KTOI;;;;
Merkel Field Sylacauga Municipal Airport;Sylacauga;United States;KSCD;;;;
Enterprise Municipal Airport;Enterprise;United States;KEDN;;;;
Ryan Field;Tucson;United States;KRYN;;;;
Efogi Airport;Efogi;Papua New Guinea;AYEF;;;;
Kagi Airport;Kagi;Papua New Guinea;AYKQ;;;;
Nadunumu Airport;Nadunumu;Papua New Guinea;AYNC;;;;
Bodinumu Airport;Bodinumu;Papua New Guinea;AYBD;;;;
Thomas C Russell Field;Alexander City;United States;KALX;;;;
Port Keats Airport;Wadeye;Australia;YPKT;;;;
Garden Point Airport;Pirlangimpi;Australia;YGPT;;;;
Stade Airport;Stade;Germany;EDHS;;;;
Meriden Markham Municipal Airport;Meriden;United States;KMMK;;;;
Flinders Island Airport;Elliston;Australia;YFLS;;;;
Luzern-Beromunster Airport;Lucerne;Switzerland;LSZO;;;;
La Grand'combe Airport;La Grand'Combe;France;LFTN;;;;
Hamad International Airport;Doha;Qatar;OTHH;;;;
Fort Mackay / Horizon Airport;Wood Buffalo;Canada;CYNR;;;;
Canmore Municipal Heliport;Canmore;Canada;CEW9;;;;
Krasnokamensk Airport;Krasnokamensk;Russia;UIAE;;;;
Ridgely Airpark;Ridgely;United States;KRJD;;;;
New Castle Henry Co. Municipal Airport;New Castle;United States;KUWL;;;;
Scott City Municipal Airport;Scott City;United States;KTQK;;;;
Brewster Field;Holdredge;United States;KHDE;;;;
Pratt Regional Airport;Pratt;United States;KPTT;;;;
Yubileyniy Airfield;Baikonur;Kazakhstan;UAON;;;;
Wahoo Municipal Airport;Wahoo;United States;KAHQ;;;;
Jim Kelly Field;Lexington;United States;KLXN;;;;
Sublette Municipal Airport;Sublette;United States;K19S;;;;
Council Bluffs Municipal Airport;Council Bluffs;United States;KCBF;;;;
Kokomo Municipal Airport;Kokomo;United States;KOKK;;;;
Neodesha Municipal Airport;Neodesha;United States;K2K7;;;;
King Ranch Airport;Sutton;United States;AK59;;;;
Elkhart Morton County Airport;Elkhart;United States;KEHA;;;;
Front Range Airport;Denver;United States;KFTG;;;;
Galesburg Municipal Airport;Galesburg;United States;KGBG;;;;
Guymon Municipal Airport;Guymon;United States;KGUY;;;;
Meade Municipal Airport;Meade;United States;KMEJ;;;;
Turkey Mountain Estates Airport;Shell Knob;United States;MO00;;;;
Ulysses Airport;Ulysses;United States;KULS;;;;
Flagler Aerial Spraying Inc Airport;Flagler;United States;CO00;;;;
Independence Municipal Airport;Independence;United States;KIDP;;;;
Augusta Municipal Airport;Augusta;United States;K3AU;;;;
Larned Pawnee County Airport;Larned;United States;KLQR;;;;
Lampasas Airport;Lampasas;United States;KLZZ;;;;
Bay City Municipal Airport;Bay City;United States;KBYY;;;;
Cox Field;Paris;United States;KPRX;;;;
Coffeyville Municipal Airport;Coffeyville;United States;KCFV;;;;
The Farm Airport;Summit;United States;24SC;;;;
Greeley–Weld County Airport;Greeley;United States;KGXY;;;;
General Dewitt Spain Airport;Memphis;United States;KM01;;;;
Oryol Yuzhny Airport;Oakley;United States;UUOR;;;;
Fremont Municipal Airport;Fremont;United States;KFET;;;;
La Grande/Union County Airport;La Grande;United States;KLGD;;;;
Olsztyn-Mazury Airport;Szczytno-Szymany;Poland;EPSY;;;;
Pocono Mountains Municipal Airport;Mount Pocono;United States;KMPO;;;;
Quakertown Airport;Quakertown;United States;KUKT;;;;
Banff Airport;Banff;Canada;CYBA;;;;
Nordborg Flyveplads;Nordborg;Denmark;EKNB;;;;
Banning Municipal Airport;Banning;United States;KBNG;;;;
Gießen-Lützellinden Airport;Giessen;Germany;EDFL;;;;
Tököl Airport;Budapest;Hungary;LHTL;;;;
Karl Stefan Memorial Airport;Norfolk  Nebraska;United States;KOFK;;;;
Kotido Airport;Kotido;Uganda;HUKO;;;;
Kajjansi Airfield;Kampala;Uganda;HUKJ;;;;
Arlington Municipal Airport;Arlington;United States;KAWO;;;;
Paracatu Airport;Paracatu;Brazil;SNZR;;;;
Das Bandeirinhas Airport;Conselheiro Lafaiete;Brazil;SNKF;;;;
Janaúba Airport;Janauba;Brazil;SNAP;;;;
Juscelino Kubitscheck Airport;Teofilo Otoni;Brazil;SNTO;;;;
Cristiano Ferreira Varella Airport;Muriae;Brazil;SNBM;;;;
Peter O Knight Airport;Tampa;United States;KTPF;;;;
Lure Malbouhans Air Base;Malbouhans;France;LFYL;;;;
Parati Airport;Paraty;Brazil;SDTK;;;;
Umberto Modiano Airport;Buzios;Brazil;SBBZ;;;;
Angra dos Reis Airport;Angra dos Reis;Brazil;SDAG;;;;
Itaperuna Airport;Itaperuna;Brazil;SDUN;;;;
Maricá Airport;Marica;Brazil;SDMC;;;;
Resende Airport;Resende;Brazil;SDRS;;;;
Saquarema Airport;Saquarema;Brazil;SDSK;;;;
Drumheller Municipal Airport;Drumheller;Canada;CEG4;;;;
Mwene-Ditu Airport;Mwene-Ditu;Congo (Kinshasa);FZWE;;;;
Tunta Airport;Kabinda;Congo (Kinshasa);FZWT;;;;
Ikela Airport;Ikela;Congo (Kinshasa);FZGV;;;;
Aripuanã Airport;Aripuana;Brazil;SWRP;;;;
Juruena Airport;Juruena;Brazil;SWJU;;;;
Juína Airport;Juina;Brazil;SWJN;;;;
Vila Rica Airport;Vila Rica;Brazil;SWVC;;;;
Inácio Luís do Nascimento Airport;Juara;Brazil;SIZX;;;;
Cáceres Airport;Caceres;Brazil;SWKC;;;;
Posto Leonardo Vilas Boas Airport;Chapada dos Guimaraes;Brazil;SWPL;;;;
Tangará da Serra Airport;Tangara da Serra;Brazil;SWTS;;;;
Canarana Airport;Canarana;Brazil;SWEK;;;;
Vila Bela da Santíssima Trindade Airport;Vila Bela da Santissima Trindade ;Brazil;SWVB;;;;
Bumbar Airport;Bumba;Congo (Kinshasa);FZFU;;;;
Sobral Airport;Sobral;Brazil;SNOB;;;;
Arapiraca Airport;Arapiraca;Brazil;SNAL;;;;
Cangapara Airport;Floriano;Brazil;SNQG;;;;
Picos Airport;Picos;Brazil;SNPC;;;;
Beni Airport;Beni;Congo (Kinshasa);FZNP;;;;
Boende Airport;Boende;Congo (Kinshasa);FZGN;;;;
Montauk Airport;Montauk;United States;KMTP;;;;
Porter County Municipal Airport;Valparaiso IN;United States;KVPZ;;;;
Dharavandhoo Airport;DHARAVANDHOO;Maldives;VRMD;;;;
Saumlaki/Olilit Airport;Saumlaki;Indonesia;WAPI;;;;
Cerro Largo International Airport;Melo;Uruguay;SUMO;;;;
Tydeo Larre Borges Airport;Paysandu;Uruguay;SUPU;;;;
Artigas International Airport;Artigas ;Uruguay;SUAG;;;;
Murray Bridge Airport;Murray Bridge;Australia;YMBD;;;;
Horsham Airport;Horsham;Australia;YHSM;;;;
Swan Hill Airport;Swan Hill;Australia;YSWH;;;;
Turtle Island Seaplane Base;Turtle Island;Fiji;NFUL;;;;
Dewadaru - Kemujan Island;Karimunjawa;Indonesia;WARU;;;;
Kongolo Airport;Kongolo;Congo (Kinshasa);FZRQ;;;;
Attopeu Airport;Attopeu;Laos;VLAP;;;;
Kahemba Airport;Kahemba;Congo (Kinshasa);FZCF;;;;
Francisco de Miranda Airport;Caracas;Venezuela;SVFM;;;;
São Miguel do Oeste Airport;Sao Miguel do Oeste;Brazil;SSOE;;;;
Mason County Airport;Ludington;United States;KLDM;;;;
Reid-Hillview Airport of Santa Clara County;San Jose;United States;KRHV;;;;
Sohar Airport;Sohar;Oman;OOSH;;;;
Kadanwari Airport;Kadanwari;Pakistan;OPKW;;;;
Sawan Airport;Sindh;Pakistan;OPSW;;;;
Thamkharka Airport;Thamkharka;Nepal;VNTH;;;;
Thimarafushi Airport;Thimarafushi;Maldives;VRNT;;;;
Ifuru Airport;Ifuru;Maldives;VREI;;;;
Kaintiba Airport;Kieta;Papua New Guinea;AYKT;;;;
Ordu Giresun Airport;Ordu-Giresun;Turkey;LTCB;;;;
Hakkari Yüksekova Airport;Hakkari;Turkey;LTCW;;;;
Jelenia Góra Glider Airport;Jelenia Gora;Poland;EPJG;;;;
Bathpalathang Airport;Jakar;Bhutan;VQBT;;;;
Sultan Bantilan Airport;Toli-Toli;Indonesia;WAMI;;;;
Vuktyl Airport;Vuktyl;Russia;UUYK;;;;
Berezniki Airport;Berezniki;Russia;USPT;;;;
San Sebastián Airport;San Sebastian;Chile;SCSS;;;;
Tolwin Observatory Airport;Tolhuin;Argentina;SAWL;;;;
Tarko-Sale Airport;Tarko-Sale;Russia;USDS;;;;
Camarillo Airport;Camarillo - CA;United States;KCMA;;;;
Leopoldsburg Airfield;Leopoldsburg;Belgium;EBLE;;;;
Jinchuan Airport;Jinchuan;China;ZLJC;;;;
Omtepe Airport;Moyogalpa;Nicaragua;MNLP;;;;
Alashankou Bole (Bortala) airport;Bole;China;ZWAX;;;;
Fuyun Koktokay Airport;Fuyun;China;ZWFY;;;;
Achinsk Airport;Achinsk;Russia;UNKS;;;;
Linfen Qiaoli Airport;LINFEN;China;ZBLF;;;;
Hinton/Jasper-Hinton Airport;Hinton;Canada;CEC4;;;;
Watsonville Municipal Airport;Watsonville;United States;KWVI;;;;
Gelephu Airport;Gelephu;Bhutan;VQGP;;;;
Hollister Municipal Airport;Hollister;United States;KCVH;;;;
Williamsburg Jamestown Airport;Williamsburg;United States;KJGG;;;;
Dulkaninna Airport;Dulkaninna;Australia;YDLK;;;;
William Creek Airport;William Creek;Australia;YWMC;;;;
Kenora Seaplane Base;Kenora;Canada;CJM9;;;;
Rumbula Air Base;Riga;Latvia;EVRC;;;;
Siquijor Airport;Siquijor;Philippines;RPVZ;;;;
Opapimiskan Lake Airport;Musselwhite Mine;Canada;CKM8;;;;
Rizhao Shanzihe Airport;Rizhao;China;ZSRZ;;;;
Shaxian Airport;Sanming;China;ZSSM;;;;
Taroom Airport;Taroom;Australia;YTAM;;;;
Gelnhausen Airport;Gelnhausen;Germany;EDFG;;;;
Ærø Airport;Aero;Denmark;EKAE;;;;
Lauterbach Airport;Lauterbach-Wernges;Germany;EDFT;;;;
Aschaffenburg Airport;Aschaffenburg;Germany;EDFC;;;;
Squamish Airport;Squamish;Canada;CYSE;;;;
Reichelsheim Airport;Reichelsheim;Germany;EDFB;;;;
Marburg-Schönstadt Airport;Schoenstadt;Germany;EDFN;;;;
Lauenbrück Airport;Lauenbrueck;Germany;EDHU;;;;
Hüttenbusch Airport;Huettenbusch;Germany;EDXU;;;;
Vrsar Crljenka Airport;Vsar;Croatia;LDPV;;;;
Union County Airport;Marysville;United States;KMRT;;;;
La Grande-4 Airport;La Grande-4;Canada;CYAH;;;;
Alert Bay Airport;Alert Bay;Canada;CYAL;;;;
Liverpool South Shore Regional Airport;Liverpool;Canada;CYAU;;;;
Nipawin Airport;Nipawin;Canada;CYBU;;;;
Centralia / James T. Field Memorial Aerodrome;Centralia;Canada;CYCE;;;;
Blue River Airport;Blue River;Canada;CYCP;;;;
Chetwynd Airport;Chetwynd;Canada;CYCQ;;;;
Ross River Airport;Ross River;Canada;CYDM;;;;
Dolbeau St Felicien Airport;Dolbeau-St-Félicien;Canada;CYDO;;;;
Amos/Magny Airport;Amos;Canada;CYEY;;;;
Goderich Airport;Goderich;Canada;CYGD;;;;
Hope Airport;Hope;Canada;CYHE;;;;
Haines Junction Airport;Haines Junction;Canada;CYHT;;;;
Digby / Annapolis Regional Airport;Digby;Canada;CYID;;;;
Fort Liard Airport;Fort Liard;Canada;CYJF;;;;
Key Lake Airport;Key Lake;Canada;CYKJ;;;;
Leaf Rapids Airport;Leaf Rapids;Canada;CYLR;;;;
Matane Airport;Matane;Canada;CYME;;;;
Charlevoix Airport;Charlevoix;Canada;CYML;;;;
Nejanilini Lake Airport;Nejanilini Lake;Canada;CYNN;;;;
Owen Sound / Billy Bishop Regional Airport;Owen Sound;Canada;CYOS;;;;
Port Hawkesbury Airport;Port Hawkesbury;Canada;CYPD;;;;
St Thomas Municipal Airport;St Thomas;Canada;CYQS;;;;
Ottawa / Rockcliffe Airport;Ottawa;Canada;CYRO;;;;
Ottawa / Carp Airport;Ottawa;Canada;CYRP;;;;
Smiths Falls-Montague (Russ Beach) Airport;Smiths Falls;Canada;CYSH;;;;
St Leonard Airport;St Leonard;Canada;CYSL;;;;
Virden/R.J. (Bob) Andrew Field Regional Aerodrome;Virden;Canada;CYVD;;;;
Vernon Airport;Vernon;Canada;CYVK;;;;
Beaver Creek Airport;Beaver Creek;Canada;CYXQ;;;;
Shuswap Regional Airport;Salmon Arm;Canada;CZAM;;;;
Kelsey Airport;Kelsey;Canada;CZEE;;;;
Pukatawagan Airport;Pukatawagan;Canada;CZFG;;;;
Grand Forks Airport;Grand Forks;Canada;CZGF;;;;
Jenpeg Airport;Jenpeg;Canada;CZJG;;;;
Thicket Portage Airport;Thicket Portage;Canada;CZLQ;;;;
Pikwitonei Airport;Pikwitonei;Canada;CZMN;;;;
Poplar River Airport;Poplar River;Canada;CZNG;;;;
Pincher Creek Airport;Pincher Creek;Canada;CZPC;;;;
Stewart Airport;Stewart;Canada;CZST;;;;
Ignace Municipal Airport;Ignace;Canada;CZUC;;;;
Neubrandenburg Airport;Neubrandenburg;Germany;EDBN;;;;
Airport Bamberg-Breitenau;Bamberg;Germany;EDQA;;;;
Zerbst Airport;Zerbst/Anhalt;Germany;EDUZ;;;;
RAF Spadeadam;Spadeadam;United Kingdom;EGOM;;;;
RAF Kinloss;Kinloss;United Kingdom;EGQK;;;;
Biała Podlaska Airfield;Biała Podlaska;Poland;EPBP;;;;
Cewice Air Base;Lębork;Poland;EPCE;;;;
Deblin Military Air Base;Dęblin;Poland;EPDE;;;;
Leczyca Military Air Base;Leczyca;Poland;EPLY;;;;
Minsk Mazowiecki Military Air Base;;Poland;EPMM;;;;
Powidz Military Air Base;;Poland;EPPW;;;;
Tomaszow Mazowiecki Military Air Base;Tomaszów Mazowiecki;Poland;EPTM;;;;
Björkvik Air Base;Björkvik;Sweden;ESKX;;;;
Ljungbyhed Airport;Ljungbyhed;Sweden;ESTL;;;;
Daugavpils Intrenational Airport;Daugavpils;Latvia;EVDA;;;;
Jēkabpils Air Base;Jēkabpils;Latvia;EVKA;;;;
Jūrmala Airport;Tukums;Latvia;EVTA;;;;
Kėdainiai Air Base;Kėdainiai;Lithuania;EYKD;;;;
Lime Acres Finsch Mine Airport;Lime Acres;South Africa;FALC;;;;
Sua Pan Airport;Sowa;Botswana;FBSN;;;;
Lusaka City Airport;Lusaka;Zambia;FLLC;;;;
Sumbe Airport;Sumbe;Angola;FNSU;;;;
Mangochi Airport;Mangochi;Malawi;FWMG;;;;
Arandis Airport;Arandis;Namibia;FYAR;;;;
Mariental Airport;Mariental;Namibia;FYML;;;;
Almaza Air Force Base;Cairo;Egypt;HEAZ;;;;
Beni Suef Air Base;Beni Suef;Egypt;HEBS;;;;
Jiyanklis Air Base;Jiyanklis;Egypt;HEGS;;;;
Merowe New Airport;Merowe;Sudan;HSMN;;;;
St Louis Regional Airport;Alton/St Louis;United States;KALN;;;;
Chandler Field;Alexandria;United States;KAXN;;;;
Columbus Municipal Airport;Columbus;United States;KBAK;;;;
Curtis Field;Brady;United States;KBBD;;;;
Eastern Sierra Regional Airport;Bishop;United States;KBIH;;;;
Baker City Municipal Airport;Baker City;United States;KBKE;;;;
Miley Memorial Field;Big Piney;United States;KBPI;;;;
Ozark Regional Airport;Mountain Home;United States;KBPK;;;;
W K Kellogg Airport;Battle Creek;United States;KBTL;;;;
Burley Municipal Airport;Burley;United States;KBYI;;;;
Northeast Iowa Regional Airport;Charles City;United States;KCCY;;;;
Chanute Martin Johnson Airport;Chanute;United States;KCNU;;;;
Jacksonville Executive at Craig Airport;Jacksonville;United States;KCRG;;;;
Crossville Memorial Whitson Field;Crossville;United States;KCSV;;;;
Davison Army Air Field;Fort Belvoir;United States;KDAA;;;;
Barstow Daggett Airport;Daggett;United States;KDAG;;;;
Deming Municipal Airport;Deming;United States;KDMN;;;;
Desert Rock Airport;Mercury;United States;KDRA;;;;
Needles Airport;Needles;United States;KEED;;;;
Duke Field;Crestview;United States;KEGI;;;;
Murray Field;Eureka;United States;KEKA;;;;
San Marcos Regional Airport;San Marcos;United States;KHYI;;;;
Sawyer County Airport;Hayward;United States;KHYR;;;;
Kimble County Airport;Junction;United States;KJCT;;;;
Monticello Municipal Ellis Field;Monticello;United States;KLLQ;;;;
Derby Field;Lovelock;United States;KLOL;;;;
Mobridge Municipal Airport;Mobridge;United States;KMBG;;;;
Mc Comb/Pike County Airport/John E Lewis Field;Mc Comb;United States;KMCB;;;;
Southern Illinois Airport;Carbondale/Murphysboro;United States;KMDH;;;;
Mc Entire Joint National Guard Base;Eastover;United States;KMMT;;;;
Brunswick Executive Airport;Brunswick;United States;KNHZ;;;;
Naval Station Mayport (Admiral David L. Mcdonald Field);Mayport;United States;KNRB;;;;
Orangeburg Municipal Airport;Orangeburg;United States;KOGB;;;;
Columbus Municipal Airport;Columbus;United States;KOLU;;;;
Ottumwa Regional Airport;Ottumwa;United States;KOTM;;;;
Cairns AAF (Fort Rucker) Air Field;Fort Rucker/Ozark;United States;KOZR;;;;
Ralph Wenz Field;Pinedale;United States;KPNA;;;;
Dutchess County Airport;Poughkeepsie;United States;KPOU;;;;
New Richmond Regional Airport;New Richmond;United States;KRNH;;;;
Russell Municipal Airport;Russell;United States;KRSL;;;;
Redwood Falls Municipal Airport;Redwood Falls;United States;KRWF;;;;
Salinas Municipal Airport;Salinas;United States;KSNS;;;;
Sonora Municipal Airport;Sonora;United States;KSOA;;;;
Saline County Regional Airport;Benton;United States;KSUZ;;;;
Tonopah Airport;Tonopah;United States;KTPH;;;;
Aurora State Airport;Aurora;United States;KUAO;;;;
Ukiah Municipal Airport;Ukiah;United States;KUKI;;;;
University Oxford Airport;Oxford;United States;KUOX;;;;
Huntsville Regional Airport;Huntsville;United States;KUTS;;;;
Miller Field;Valentine;United States;KVTN;;;;
Winnemucca Municipal Airport;Winnemucca;United States;KWMC;;;;
West Woodward Airport;Woodward;United States;KWWR;;;;
Cape Canaveral AFS Skid Strip;Cocoa Beach;United States;KXMR;;;;
Homey (Area 51) Airport;Groom Lake;United States;KXTA;;;;
Zanesville Municipal Airport;Zanesville;United States;KZZV;;;;
Gjadër Air Base;Gjadër;Albania;LAGJ;;;;
Kukës Airport;Kukës;Albania;LAKU;;;;
Kuçovë Air Base;Kuçovë;Albania;LAKV;;;;
Vlorë Air Base;Vlorë;Albania;LAVL;;;;
Haskovo Malevo Airport;Haskovo;Bulgaria;LBHS;;;;
Gabrovnitsa Air Base;Gabrovnitsa;Bulgaria;LBMG;;;;
Graf Ignatievo Air Base;Graf Ignatievo;Bulgaria;LBPG;;;;
Dolna Mitropoliya Air Base;Dolna Mitropoliya;Bulgaria;LBPL;;;;
Balchik Air Base;Balchik;Bulgaria;LBWB;;;;
Cuatro Vientos Airport;Madrid;Spain;LECU;;;;
Castellón-Costa Azahar Airport;Castellón de la Plana;Spain;LEDS;;;;
Teruel Airport;Teruel;Spain;LETL;;;;
Blois-Le Breuil Airport;Blois/Le Breuil;France;LFOQ;;;;
Trento-Mattarello Airport;Trento (TN);Italy;LIDT;;;;
Alessandria Airport;Alessandria;Italy;LILA;;;;
Biella-Cerrione Airport;Biella (BI);Italy;LILE;;;;
Vercelli Airport;Vercelli;Italy;LILI;;;;
Casale Monferrato Airport;Casale Monferrato;Italy;LILM;;;;
Varese-Venegono Airport;Varese;Italy;LILN;;;;
Novi Ligure Airport;Novi Ligure;Italy;LIMR;;;;
Sarzana-Luni Air Base;Sarzana (SP);Italy;LIQW;;;;
Câmpia Turzii Air Base;Câmpia Turzii;Romania;LRCT;;;;
Mărculeşti International Airport;Mărculeşti;Moldova;LUBM;;;;
Cahul International Airport;Cahul;Moldova;LUCH;;;;
Tiraspol Airport;Tiraspol;Moldova;LUTR;;;;
Batajnica Air Base;Batajnica;Serbia;LYBT;;;;
Rubelsanto Airport;Rubelsanto;Guatemala;MGRB;;;;
Coronel Enrique Soto Cano Air Base;Comayagua;Honduras;MHSC;;;;
Upala Airport;Upala;Costa Rica;MRUP;;;;
San Nicolas De Bari Airport;San Nicolás;Cuba;MUNB;;;;
San Julian Air Base;Pinar Del Rio;Cuba;MUSJ;;;;
King Salman Abdulaziz Airport;;Saudi Arabia;OEDM;;;;
King Khaled Air Base;;Saudi Arabia;OEKM;;;;
Riyadh Air Base;Riyadh;Saudi Arabia;OERY;;;;
Jam Airport;Kangan;Iran;OIBJ;;;;
Hamadan Air Base;Hamadan;Iran;OIHS;;;;
Payam International Airport;Karaj;Iran;OIIP;;;;
Ahmed Al Jaber Air Base;Ahmed Al Jaber AB;Kuwait;OKAJ;;;;
Rayak Air Base;Rayak;Lebanon;OLRA;;;;
Mirpur Khas Air Base;Mirpur Khas;Pakistan;OPMK;;;;
Minhas Air Base;Kamra;Pakistan;OPMS;;;;
Rafiqui Air Base;Shorkot;Pakistan;OPRQ;;;;
Faisal Air Base;Karachi;Pakistan;OPSF;;;;
Mushaf Air Base;Sargodha;Pakistan;OPSR;;;;
Qayyarah West Airport;Qayyarah;Iraq;ORQW;;;;
Al Sahra Army Air Field;Tikrit;Iraq;ORSH;;;;
Tall Afar Army Air Field;Tall Afar;Iraq;ORTF;;;;
Al Taji Army Air Field;Taji;Iraq;ORTI;;;;
Ubaydah Bin Al Jarrah Airport;Al Cut;Iraq;ORUB;;;;
Nenana Municipal Airport;Nenana;United States;PANN;;;;
Wasilla Airport;Wasilla;United States;PAWS;;;;
Gangshan Air Force Base;Gangshan;Taiwan;RCAY;;;;
Asahikawa Airfield;;Japan;RJCA;;;;
Iwakuni Marine Corps Air Station;Iwakuni;Japan;RJOI;;;;
Utsunomiya Airport;;Japan;RJTU;;;;
Jungwon Air Base/Chungju Airport;;South Korea;RKTI;;;;
Ie Jima Airport;Ie;Japan;RORE;;;;
Allah Valley Airport;Surallah;Philippines;RPMA;;;;
Bislig Airport;;Philippines;RPMF;;;;
Mati National Airport;;Philippines;RPMQ;;;;
Presidente Néstor Kirchner Regionsl Airport;Villa Maria;Argentina;SAOV;;;;
Chafei Amsei Airport;Barretos;Brazil;SBBT;;;;
Base de Aviação de Taubaté Airport;Taubaté;Brazil;SBTA;;;;
Barriles Airport;Tocopilla;Chile;SCBE;;;;
Schroeder's field;Cochrane;Chile;SCHR;;;;
Chañaral Airport;Chañaral;Chile;SCRA;;;;
Panguilemo Airport;Talca;Chile;SCTL;;;;
Victoria Airport;Victoria;Chile;SCTO;;;;
Las Breas Airport;Taltal;Chile;SCTT;;;;
Gomez Nino Apiay Air Base;Apiay;Colombia;SKAP;;;;
Coveñas Airport;Coveñas;Colombia;SKCV;;;;
German Olano Air Base;La Dorada;Colombia;SKPQ;;;;
Paz De Ariporo Airport;Paz De Ariporo;Colombia;SKPZ;;;;
Tunja Airport;Tunja;Colombia;SKTJ;;;;
Tres Esquinas Air Base;Tres Esquinas;Colombia;SKTQ;;;;
Marandúa Air Base;Marandúa;Colombia;SKUA;;;;
Juan Simons Vela Airport;Rioja;Peru;SPJA;;;;
Shumba Airport;Jaén;Peru;SPJE;;;;
Metropolitano Airport;;Venezuela;SVMP;;;;
Issyk-Kul International Airport;Tamchy;Kyrgyzstan;UAFL;;;;
Kant Air Base;Kant;Kyrgyzstan;UAFW;;;;
Ayaguz Airport;Ayaguz;Kazakhstan;UASA;;;;
Chelkar Airport;Chelkar;Kazakhstan;UATR;;;;
Kyzyl-Syr Airport;Kyzyl-Syr;Russia;UENK;;;;
Vilyuisk Airport;Vilyuisk;Russia;UENW;;;;
Belaya Gora Airport;;Russia;UESG;;;;
Dzhermuk Airport;Dzhermuk;Armenia;UGEJ;;;;
Kamenny Ruchey Naval Air Base;Sovetskaya Gavan;Russia;UHKG;;;;
Maygatka Airport.;Sovetskaya Gavan;Russia;UHKM;;;;
Omsukchan Airport;Omsukchan;Russia;UHMF;;;;
Chaybukha Airport;Chaybukha;Russia;UHMG;;;;
Keperveem Airport;Keperveem;Russia;UHMK;;;;
Magadan-13 Airport;Magadan;Russia;UHMT;;;;
Nikolayevsk-na-Amure Airport;Nikolayevsk-na-Amure Airport;Russia;UHNN;;;;
Palana Airport;Palana;Russia;UHPL;;;;
Zheleznogorsk Airport;Zheleznogorsk-Ilimsky;Russia;UIBV;;;;
Gvardeyskoe Air Base;Sarabuz;Ukraine;UKFG;;;;
Saki Air Base;Saki;Ukraine;UKFI;;;;
Dzhankoy Airport;Dzhankoy;Ukraine;UKFY;;;;
Ozerne Air Base;Zhytomyr;Ukraine;UKKO;;;;
Severomorsk-1 Naval Air Base;Severomorsk;Russia;ULAK;;;;
Pushkin Airport;St. Petersburg;Russia;ULLP;;;;
Siversky Air Base;Siversky;Russia;ULLS;;;;
Staraya Russa Air Base;Staraya Russa;Russia;ULNR;;;;
Peski Airport;Petrozavodsk;Russia;ULPP;;;;
Baranavichi Air Base;Baranavichi;Belarus;UMMA;;;;
Babruisk Air Base;Babruisk;Belarus;UMNB;;;;
Severo-Eniseysk Airport;Severo-Eniseysk;Russia;UNIS;;;;
Sharypovo Airport;Sharypovo;Russia;UNKO;;;;
Omsk Severny Airport;Omsk;Russia;UNOS;;;;
Nagurskoye;Murmansk;Russia;UODN;;;;
Svetlogorsk Airport;Svetlogorsk;Russia;UOIG;;;;
Valek Airport;Valek;Russia;UOOW;;;;
Khanskaya Air Base;Maykop;Russia;URKH;;;;
Dudinka Airport;Dudinka;Russia;UROD;;;;
Volgodonsk Airport;;Russia;URRY;;;;
Tashkent East Airport;Tashkent;Uzbekistan;UTTP;;;;
Myachkovo Airport;Moscow;Russia;UUBM;;;;
Tretyakovo Airport;Lukhovitsy;Russia;UUMT;;;;
Yermolino Airport;Balabanovo;Russia;UUWE;;;;
Inta Airport;Inta;Russia;UUYI;;;;
Izhma Airport;Izhma;Russia;UUYV;;;;
Borisoglebskoye Airport;Kazan;Russia;UWKG;;;;
Zhigansk Airport;Zhigansk;Russia;UWKV;;;;
Maksimovka Airport;Ufa;Russia;UWUM;;;;
Buguruslan Severny Airport;Buguruslan;Russia;UWWB;;;;
Bezymyanka Airfield;Samara;Russia;UWWG;;;;
Ratnagiri Airport;;India;VARG;;;;
Hingurakgoda Air Force Base;Polonnaruwa Town;Sri Lanka;VCCH;;;;
Kazi Nazrul Islam Airport;Durgapur;India;VEDG;;;;
Ambala Air Force Station;;India;VIAM;;;;
Sirsa Air Force Station;;India;VISA;;;;
Udhampur Air Force Station;;India;VIUX;;;;
Sri Sathya Sai Airport;Puttaparthi;India;VOPN;;;;
Meiktila Air Base;Meiktila;Burma;VYML;;;;
Changi Air Base (East);Singapore;Singapore;WSAC;;;;
Soltsy-2 Air Base;Soltsy;Russia;XLLL;;;;
Severomorsk-3 Naval Air Base;Severomorsk;Russia;XLMV;;;;
Fedotovo Naval Air Base;Kipelovo;Russia;XLWF;;;;
Lebyazhye Air Base;Kamyshin;Russia;XRWL;;;;
Smolensk North Airport;Smolensk;Russia;XUBS;;;;
Rtishchevo Air Base;Rtishchevo;Russia;XWPR;;;;
Alpha Airport;Alpha;Australia;YAPH;;;;
Ararat Airport;;Australia;YARA;;;;
Benalla Airport;;Australia;YBLA;;;;
Balranald Airport;;Australia;YBRN;;;;
Brewarrina Airport;;Australia;YBRW;;;;
Cleve Airport;;Australia;YCEE;;;;
Corowa Airport;;Australia;YCOR;;;;
Corryong Airport;;Australia;YCRG;;;;
Cootamundra Airport;;Australia;YCTM;;;;
